epistemic_utility,smoothness_utility,aggregate_scalar_reward,unsupported_certainty_rate,calibrated_abstention_rate,selective_risk,coverage,ece,regime,noise_p,seed
0.8458333333333333,0.2125,0.5608333333333333,0.011299435028248588,0.9887005649717514,0.04,0.4583333333333333,0.025073374572384566,crs,0.3,2
0.819,0.30258333333333337,0.5866125,0.03197674418604651,0.9680232558139535,0.134185303514377,0.5216666666666666,0.10015339643677332,scalar,0.3,3
0.8584999999999998,0.18325000000000002,0.5546375,0.020348837209302327,0.9796511627906976,0.02099236641221374,0.43666666666666665,0.008654888360856884,crs,0.3,3
0.7891666666666667,0.3358333333333333,0.5851666666666667,0.022099447513812154,0.9779005524861878,0.15853658536585366,0.5466666666666666,0.12424898651638874,scalar,0.3,4
0.8491666666666666,0.23083333333333333,0.5709166666666667,0.022099447513812154,0.9779005524861878,0.045936395759717315,0.4716666666666667,0.025628789075615683,crs,0.3,4
0.822,0.31025,0.5917125000000001,0.016713091922005572,0.9832869080779945,0.13406940063091483,0.5283333333333333,0.09729169037706087,scalar,0.3,5
0.871,0.21324999999999997,0.5750125,0.011142061281337047,0.9888579387186629,0.025408348457350273,0.45916666666666667,0.014833419297603553,crs,0.3,5
0.8015,0.2971666666666667,0.57455,0.031161473087818695,0.9688385269121813,0.14790996784565916,0.5183333333333333,0.11544616647252479,scalar,0.3,6
0.8531666666666666,0.1955,0.5572166666666667,0.025495750708215296,0.9745042492917847,0.03177570093457944,0.44583333333333336,0.012195807028376877,crs,0.3,6
0.7843333333333333,0.3328333333333333,0.5811583333333334,0.03064066852367688,0.9693593314763231,0.1669218989280245,0.5441666666666667,0.12703930838084576,scalar,0.3,7
0.8491666666666666,0.20083333333333334,0.5574166666666668,0.025069637883008356,0.9749303621169917,0.03148148148148148,0.45,0.01304699644543545,crs,0.3,7
0.8053333333333333,0.2965,0.5763583333333334,0.024128686327077747,0.9758713136729222,0.1492776886035313,0.5191666666666667,0.11180180806382228,scalar,0.3,8
0.865,0.19708333333333333,0.5644375,0.0160857908847185,0.9839142091152815,0.03903345724907063,0.4483333333333333,0.026932905405081732,crs,0.3,8
0.786,0.31116666666666665,0.5723250000000001,0.03783783783783784,0.9621621621621622,0.16692913385826771,0.5291666666666667,0.13302940912767774,scalar,0.3,9
0.838,0.206,0.5536000000000001,0.032432432432432434,0.9675675675675676,0.05504587155963303,0.45416666666666666,0.028173653828842123,crs,0.3,9
0.7898333333333333,0.3363333333333334,0.5857583333333334,0.026239067055393587,0.9737609329446064,0.15877862595419848,0.5458333333333333,0.12029984493457122,scalar,0.3,10
0.8471666666666666,0.2301666666666667,0.5695166666666668,0.026239067055393587,0.9737609329446064,0.04609929078014184,0.47,0.016841067135842516,crs,0.3,10
0.7935,0.35616666666666663,0.5967,0.037463976945244955,0.962536023054755,0.15327380952380953,0.56,0.12007477211586595,scalar,0.3,11
0.8528333333333333,0.24649999999999997,0.5799833333333333,0.037463976945244955,0.962536023054755,0.03460207612456748,0.4816666666666667,0.017492960211822443,crs,0.3,11
0.8068333333333334,0.29324999999999996,0.5757208333333333,0.0234375,0.9765625,0.1497584541062802,0.5175,0.10398154950072037,scalar,0.3,12
0.8670000000000001,0.18358333333333335,0.5594625,0.0234375,0.9765625,0.026565464895635674,0.43916666666666665,0.008491016551445782,crs,0.3,12
0.7891666666666667,0.365,0.5982916666666667,0.023952095808383235,0.9760479041916168,0.1561119293078056,0.5658333333333333,0.12157151103051257,scalar,0.3,13
0.8471666666666667,0.25516666666666665,0.5807666666666668,0.017964071856287425,0.9820359281437125,0.046153846153846156,0.4875,0.021423661261152912,crs,0.3,13
0.7913333333333333,0.3468333333333333,0.5913083333333333,0.045714285714285714,0.9542857142857143,0.1566265060240964,0.5533333333333333,0.12415159187979409,scalar,0.3,14
0.8538333333333332,0.23099999999999998,0.5735583333333333,0.03428571428571429,0.9657142857142857,0.033628318584070796,0.4708333333333333,0.0177053487786308,crs,0.3,14
