epistemic_utility,smoothness_utility,aggregate_scalar_reward,unsupported_certainty_rate,calibrated_abstention_rate,selective_risk,coverage,ece,tau,seed,final_lambda
0.40644444444444444,0.6062222222222222,0.4963444444444445,0.17518248175182483,0.8248175182481752,0.40120663650075417,0.7366666666666667,0.35398310660532945,0.4,19,0.9713070913461562
0.48244444444444445,0.5693333333333334,0.5215444444444445,0.11971830985915492,0.8802816901408451,0.3619344773790952,0.7122222222222222,0.3246896683332263,0.4,20,0.8534374999999995
0.43,0.5816666666666667,0.4982500000000001,0.11895910780669144,0.8810408921933085,0.39351851851851855,0.72,0.346227581622204,0.4,21,0.8098587740384618
0.44155555555555553,0.5947777777777777,0.5105055555555555,0.1183206106870229,0.8816793893129771,0.38109756097560976,0.7288888888888889,0.33118824204790037,0.4,22,0.85248497596154
0.4855555555555556,0.5716666666666667,0.5243055555555556,0.0830188679245283,0.9169811320754717,0.3582554517133956,0.7133333333333334,0.3159043361307686,0.4,23,0.8755603966346168
0.31666666666666665,0.6738888888888889,0.47741666666666677,0.2977941176470588,0.7022058823529411,0.43607954545454547,0.7822222222222223,0.38795223927301203,0.4,24,0.7590655048076931
0.3968888888888889,0.6737777777777777,0.5214888888888889,0.2727272727272727,0.7272727272727273,0.3849431818181818,0.7822222222222223,0.3356651169820797,0.4,25,0.9242202524038481
0.5206666666666666,0.5741111111111111,0.5447166666666666,0.13333333333333333,0.8666666666666667,0.3302180685358255,0.7133333333333334,0.2768112580715215,0.4,26,0.8878230168269252
0.4766666666666667,0.6066666666666667,0.5351666666666668,0.05128205128205128,0.9487179487179487,0.35294117647058826,0.7366666666666667,0.31641231817817356,0.4,27,0.8947100360576923
0.5202222222222223,0.5798888888888889,0.5470722222222223,0.08536585365853659,0.9146341463414634,0.32972136222910214,0.7177777777777777,0.2864882035457933,0.4,28,0.8638957331730748
0.35511111111111116,0.7102222222222223,0.5149111111111112,0.34600760456273766,0.6539923954372624,0.39944903581267216,0.8066666666666666,0.3461904596709714,0.4,29,0.9500796274038478
0.5068888888888888,0.551,0.526738888888889,0.0933852140077821,0.9066147859922179,0.3471337579617834,0.6977777777777778,0.29326768454121765,0.5,0,0.6864708533653818
0.4866666666666667,0.5333333333333333,0.5076666666666668,0.136986301369863,0.863013698630137,0.36893203883495146,0.6866666666666666,0.3186410354184937,0.5,1,0.7033263221153823
0.5997777777777777,0.5178888888888888,0.5629277777777778,0.08058608058608059,0.9194139194139194,0.2894736842105263,0.6755555555555556,0.24372802430225185,0.5,2,0.7152959735576928
0.4477777777777778,0.6127777777777778,0.5220277777777779,0.20532319391634982,0.7946768060836502,0.36936936936936937,0.74,0.3156670061815494,0.5,3,0.6965444711538432
0.47444444444444445,0.565,0.5151944444444445,0.15444015444015444,0.8455598455598455,0.36477987421383645,0.7066666666666667,0.3109370236353284,0.5,4,0.6435802283653843
0.5575555555555556,0.5095555555555555,0.5359555555555555,0.048327137546468404,0.9516728624535316,0.32338308457711445,0.67,0.27697039682844704,0.5,5,0.6958067908653837
