epistemic_utility,smoothness_utility,aggregate_scalar_reward,unsupported_certainty_rate,calibrated_abstention_rate,selective_risk,coverage,ece,w_s,seed
0.7893333333333333,0.3208888888888889,0.5925866666666666,0.042801556420233464,0.9571984435797666,0.1600831600831601,0.5344444444444445,0.11177290904809073,0.42,0
0.7817777777777778,0.2863333333333334,0.5736911111111113,0.05136986301369863,0.9486301369863014,0.17136659436008678,0.5122222222222222,0.11972858849788973,0.42,1
0.8057777777777778,0.3376666666666666,0.6091711111111112,0.03663003663003663,0.9633699633699634,0.1440162271805274,0.5477777777777778,0.10263889455331726,0.42,2
0.7913333333333333,0.33877777777777773,0.60126,0.03802281368821293,0.9619771863117871,0.15618661257606492,0.5477777777777778,0.12032464699904336,0.42,3
0.7635555555555557,0.31599999999999995,0.5755822222222222,0.04247104247104247,0.9575289575289575,0.1799163179916318,0.5311111111111111,0.12752497357096343,0.42,4
0.7844444444444445,0.32055555555555554,0.5896111111111112,0.022304832713754646,0.9776951672862454,0.16597510373443983,0.5355555555555556,0.12366475572985502,0.42,5
0.7686666666666666,0.33066666666666666,0.5847066666666668,0.043478260869565216,0.9565217391304348,0.17453798767967146,0.5411111111111111,0.12600515291254286,0.42,6
0.7684444444444445,0.29577777777777775,0.5699244444444445,0.015037593984962405,0.9849624060150376,0.18240343347639484,0.5177777777777778,0.13937453614872664,0.42,7
0.8206666666666665,0.3057777777777778,0.6044133333333335,0.033962264150943396,0.9660377358490566,0.13135593220338984,0.5244444444444445,0.09177981819862414,0.42,8
0.8035555555555556,0.3232222222222222,0.6018155555555555,0.01838235294117647,0.9816176470588235,0.15082644628099173,0.5377777777777778,0.115940232655528,0.42,9
0.8142222222222222,0.28844444444444445,0.5933955555555556,0.014492753623188406,0.9855072463768116,0.14285714285714285,0.5133333333333333,0.10517586662289677,0.42,10
0.7937777777777778,0.3542222222222222,0.6091644444444445,0.02681992337164751,0.9731800766283525,0.15109343936381708,0.5588888888888889,0.11274941886442313,0.42,11
0.7833333333333333,0.3161111111111111,0.5871000000000001,0.0076045627376425855,0.9923954372623575,0.16910229645093947,0.5322222222222223,0.1346116220266056,0.42,12
0.7928888888888889,0.3118888888888889,0.5908688888888891,0.03900709219858156,0.9609929078014184,0.16142557651991615,0.53,0.11708101318111247,0.42,13
0.8180000000000001,0.32655555555555554,0.6115933333333333,0.038314176245210725,0.9616858237547893,0.13195876288659794,0.5388888888888889,0.08493464935907513,0.42,14
0.7737777777777778,0.29255555555555557,0.5716644444444445,0.02464788732394366,0.9753521126760564,0.1827956989247312,0.5166666666666667,0.1428623108192065,0.42,15
0.8108888888888889,0.319,0.6042955555555556,0.022304832713754646,0.9776951672862454,0.14137214137214138,0.5344444444444445,0.11102692964201213,0.42,16
0.786888888888889,0.3048888888888889,0.5844488888888889,0.025830258302583026,0.974169741697417,0.1652542372881356,0.5244444444444445,0.11344575499584766,0.42,17
0.8017777777777778,0.3363333333333334,0.6062911111111111,0.04395604395604396,0.9560439560439561,0.14634146341463414,0.5466666666666666,0.10173671504057258,0.42,18
0.7893333333333333,0.28755555555555556,0.5785866666666667,0.029197080291970802,0.9708029197080292,0.16702819956616052,0.5122222222222222,0.125910272451152,0.42,19
0.7955555555555556,0.30833333333333335,0.5909222222222223,0.03169014084507042,0.9683098591549296,0.15789473684210525,0.5277777777777778,0.11569040328402927,0.42,20
0.7864444444444444,0.28955555555555557,0.5777511111111112,0.026022304832713755,0.9739776951672863,0.1645021645021645,0.5133333333333333,0.12249070744050541,0.42,21
0.7819999999999999,0.3045555555555556,0.5814733333333334,0.03435114503816794,0.9656488549618321,0.16560509554140126,0.5233333333333333,0.11119872727451909,0.42,22
0.8019999999999999,0.30900000000000005,0.5949400000000001,0.03773584905660377,0.9622641509433962,0.14978902953586498,0.5266666666666666,0.11009513454449896,0.42,23
0.7886666666666666,0.28511111111111115,0.5771733333333334,0.04411764705882353,0.9558823529411765,0.16339869281045752,0.51,0.12830490064440148,0.42,24
0.8044444444444444,0.34055555555555556,0.6096111111111112,0.04924242424242424,0.9507575757575758,0.13765182186234817,0.5488888888888889,0.09522129065329556,0.42,25
0.7726666666666666,0.3531111111111111,0.5964533333333335,0.0196078431372549,0.9803921568627451,0.1693227091633466,0.5577777777777778,0.12651331259627613,0.42,26
0.766,0.3675555555555555,0.5986533333333334,0.008547008547008548,0.9914529914529915,0.17058823529411765,0.5666666666666667,0.12786921476525742,0.42,27
0.7866666666666666,0.3605555555555556,0.6077,0.028455284552845527,0.9715447154471545,0.15612648221343872,0.5622222222222222,0.11929321572925251,0.42,28
0.8188888888888889,0.3338888888888889,0.615188888888889,0.030418250950570342,0.9695817490494296,0.1306122448979592,0.5444444444444444,0.09284707782125104,0.42,29
0.7853333333333333,0.324,0.5823466666666668,0.042801556420233464,0.9571984435797666,0.16356107660455488,0.5366666666666666,0.12108005120696097,0.44,0
0.776,0.29255555555555557,0.5632844444444445,0.05136986301369863,0.9486301369863014,0.17849462365591398,0.5166666666666667,0.13076932753192647,0.44,1
0.8017777777777778,0.34244444444444444,0.599671111111111,0.040293040293040296,0.9597069597069597,0.14717741935483872,0.5511111111111111,0.1091353179389162,0.44,2
0.7831111111111111,0.35122222222222227,0.5930799999999999,0.03802281368821293,0.9619771863117871,0.1656686626746507,0.5566666666666666,0.12659546954524908,0.44,3
0.7582222222222222,0.32533333333333336,0.5677511111111111,0.04247104247104247,0.9575289575289575,0.1859504132231405,0.5377777777777778,0.13480372722550857,0.44,4
0.7844444444444445,0.32055555555555554,0.5803333333333333,0.022304832713754646,0.9776951672862454,0.16597510373443983,0.5355555555555556,0.12993235311122683,0.44,5
0.7626666666666667,0.33533333333333326,0.5746399999999999,0.043478260869565216,0.9565217391304348,0.17959183673469387,0.5444444444444444,0.13377627144273085,0.44,6
0.7573333333333334,0.30688888888888893,0.5591377777777778,0.022556390977443608,0.9774436090225563,0.19238900634249473,0.5255555555555556,0.1492059601358967,0.44,7
0.816,0.31200000000000006,0.59424,0.033962264150943396,0.9660377358490566,0.13655462184873948,0.5288888888888889,0.09849665153082429,0.44,8
0.7986666666666666,0.3278888888888889,0.5915244444444445,0.01838235294117647,0.9816176470588235,0.15605749486652978,0.5411111111111111,0.12283382918397828,0.44,9
0.8002222222222223,0.2993333333333333,0.5798311111111111,0.014492753623188406,0.9855072463768116,0.15565031982942432,0.5211111111111111,0.11749579830376584,0.44,10
0.7919999999999999,0.35900000000000004,0.60148,0.03065134099616858,0.9693486590038314,0.1541501976284585,0.5622222222222222,0.11919564942592119,0.44,11
0.7786666666666667,0.3223333333333333,0.57788,0.0076045627376425855,0.9923954372623575,0.17391304347826086,0.5366666666666666,0.13579840844366664,0.44,12
0.788,0.31655555555555553,0.5805644444444444,0.03900709219858156,0.9609929078014184,0.16666666666666666,0.5333333333333333,0.12300257942805984,0.44,13
0.8142222222222223,0.33122222222222225,0.6017022222222221,0.038314176245210725,0.9616858237547893,0.13729508196721313,0.5422222222222223,0.09458111131763175,0.44,14
0.7717777777777777,0.2941111111111111,0.5616044444444445,0.02464788732394366,0.9753521126760564,0.18454935622317598,0.5177777777777778,0.14856008137010718,0.44,15
0.8091111111111111,0.32988888888888884,0.5982533333333333,0.022304832713754646,0.9776951672862454,0.14344262295081966,0.5422222222222223,0.11663753138791835,0.44,16
0.7793333333333333,0.3142222222222222,0.5746844444444444,0.025830258302583026,0.974169741697417,0.17154811715481172,0.5311111111111111,0.12121500420735355,0.44,17
0.7991111111111112,0.34099999999999997,0.5975422222222222,0.04395604395604396,0.9560439560439561,0.1494949494949495,0.55,0.10923670950442599,0.44,18
0.7855555555555556,0.2922222222222222,0.5684888888888889,0.029197080291970802,0.9708029197080292,0.17025862068965517,0.5155555555555555,0.13247657534683646,0.44,19
0.7924444444444445,0.31155555555555553,0.5808533333333333,0.035211267605633804,0.9647887323943662,0.16142557651991615,0.53,0.1300875979885927,0.44,20
0.7797777777777779,0.29900000000000004,0.5682355555555555,0.02973977695167286,0.9702602230483272,0.17307692307692307,0.52,0.13380431337614018,0.44,21
0.7797777777777777,0.314,0.5748355555555557,0.03816793893129771,0.9618320610687023,0.16981132075471697,0.53,0.11762524963410528,0.44,22
0.7971111111111111,0.3153333333333333,0.5851288888888889,0.04150943396226415,0.9584905660377359,0.15481171548117154,0.5311111111111111,0.11687445364500101,0.44,23
0.7877777777777778,0.2866666666666667,0.567288888888889,0.04411764705882353,0.9558823529411765,0.16521739130434782,0.5111111111111111,0.1315198289234858,0.44,24
0.798,0.3515555555555555,0.6015644444444445,0.05303030303030303,0.946969696969697,0.14570858283433133,0.5566666666666666,0.10218450026274585,0.44,25
0.7671111111111111,0.3625555555555555,0.5891066666666667,0.023529411764705882,0.9764705882352941,0.17519685039370078,0.5644444444444444,0.1313802324450249,0.44,26
0.7604444444444446,0.3753333333333333,0.5909955555555555,0.008547008547008548,0.9914529914529915,0.1766990291262136,0.5722222222222222,0.13611241730186135,0.44,27
0.7826666666666667,0.36366666666666664,0.5983066666666668,0.028455284552845527,0.9715447154471545,0.1594488188976378,0.5644444444444444,0.12617234348587814,0.44,28
0.8140000000000001,0.34355555555555556,0.6070044444444446,0.04182509505703422,0.9581749049429658,0.1350806451612903,0.5511111111111111,0.09806397082939394,0.44,29
0.7735555555555556,0.33655555555555555,0.5725355555555556,0.04669260700389105,0.953307392996109,0.17311608961303462,0.5455555555555556,0.13125340233414415,0.46,0
0.7702222222222223,0.3021111111111111,0.5548911111111111,0.05821917808219178,0.9417808219178082,0.18471337579617833,0.5233333333333333,0.1366802829533826,0.46,1
0.7839999999999999,0.36577777777777776,0.5916177777777778,0.040293040293040296,0.9597069597069597,0.1643835616438356,0.5677777777777778,0.11541190794587249,0.46,2
0.7731111111111111,0.35900000000000004,0.58262,0.03802281368821293,0.9619771863117871,0.17391304347826086,0.5622222222222222,0.13551115864160948,0.46,3
0.7491111111111112,0.3382222222222222,0.5601022222222223,0.05791505791505792,0.9420849420849421,0.19308943089430894,0.5466666666666666,0.14361493193085567,0.46,4
0.764888888888889,0.34088888888888885,0.569848888888889,0.026022304832713755,0.9739776951672863,0.18383838383838383,0.55,0.1384562656668767,0.46,5
0.7584444444444445,0.33855555555555555,0.5652955555555557,0.04743083003952569,0.9525691699604744,0.18292682926829268,0.5466666666666666,0.14026432198352676,0.46,6
0.7417777777777778,0.3224444444444444,0.5488844444444445,0.022556390977443608,0.9774436090225563,0.2070393374741201,0.5366666666666666,0.15913581833084792,0.46,7
0.8095555555555556,0.3213333333333333,0.5849733333333335,0.033962264150943396,0.9660377358490566,0.14315352697095435,0.5355555555555556,0.10445532754512074,0.46,8
0.794888888888889,0.3342222222222222,0.5829822222222223,0.022058823529411766,0.9779411764705882,0.15885947046843177,0.5455555555555556,0.12576447341477173,0.46,9
0.7922222222222223,0.3055555555555556,0.5683555555555556,0.014492753623188406,0.9855072463768116,0.16279069767441862,0.5255555555555556,0.12630358922356152,0.46,10
0.7851111111111111,0.3652222222222222,0.5919622222222223,0.03065134099616858,0.9693486590038314,0.1607843137254902,0.5666666666666667,0.12486460899393981,0.46,11
0.7746666666666667,0.3271111111111111,0.5687911111111112,0.011406844106463879,0.9885931558935361,0.17695473251028807,0.54,0.14140743475794976,0.46,12
0.7802222222222223,0.32599999999999996,0.57128,0.0425531914893617,0.9574468085106383,0.1728395061728395,0.54,0.13187817812088432,0.46,13
0.8082222222222223,0.33588888888888885,0.590948888888889,0.038314176245210725,0.9616858237547893,0.1425661914460285,0.5455555555555556,0.10233382909628576,0.46,14
0.7653333333333333,0.30344444444444446,0.5528644444444445,0.02464788732394366,0.9753521126760564,0.1906779661016949,0.5244444444444445,0.15514238270372632,0.46,15
0.8015555555555556,0.33922222222222215,0.5888822222222224,0.022304832713754646,0.9776951672862454,0.15182186234817813,0.5488888888888889,0.1175462761676193,0.46,16
0.7722222222222223,0.32666666666666666,0.5672666666666668,0.025830258302583026,0.974169741697417,0.17901234567901234,0.54,0.12912818675415216,0.46,17
0.7866666666666666,0.355,0.5881,0.04395604395604396,0.9560439560439561,0.1626984126984127,0.56,0.1194281047065652,0.46,18
0.78,0.3,0.5592,0.029197080291970802,0.9708029197080292,0.17484008528784648,0.5211111111111111,0.14066719797451527,0.46,19
0.7877777777777778,0.31777777777777777,0.5715777777777779,0.035211267605633804,0.9647887323943662,0.16632016632016633,0.5344444444444445,0.12859111831554418,0.46,20
0.7775555555555557,0.3006666666666667,0.5581866666666667,0.03345724907063197,0.966542750929368,0.17484008528784648,0.5211111111111111,0.13603853011602507,0.46,21
0.7660000000000001,0.32644444444444437,0.5638044444444446,0.03816793893129771,0.9618320610687023,0.18350515463917524,0.5388888888888889,0.13061570456615212,0.46,22
0.7893333333333334,0.32311111111111107,0.5748711111111111,0.04150943396226415,0.9584905660377359,0.16149068322981366,0.5366666666666666,0.12544234180823557,0.46,23
0.7793333333333333,0.2975555555555555,0.5577155555555556,0.04411764705882353,0.9558823529411765,0.1734475374732334,0.5188888888888888,0.1332632674402008,0.46,24
0.7831111111111112,0.3656666666666667,0.5910866666666668,0.056818181818181816,0.9431818181818182,0.1588235294117647,0.5666666666666667,0.11487249876612546,0.46,25
0.7533333333333333,0.375,0.5793000000000001,0.023529411764705882,0.9764705882352941,0.187984496124031,0.5733333333333334,0.14444379096824875,0.46,26
0.7508888888888888,0.38622222222222224,0.5831422222222222,0.008547008547008548,0.9914529914529915,0.18582375478927204,0.58,0.14470168061037186,0.46,27
0.7757777777777778,0.37155555555555553,0.5898355555555557,0.032520325203252036,0.967479674796748,0.16569200779727095,0.57,0.13237019311724035,0.46,28
0.7979999999999999,0.35600000000000004,0.59468,0.04182509505703422,0.9581749049429658,0.1488095238095238,0.56,0.10796473929727926,0.46,29
0.7528888888888889,0.3552222222222222,0.562008888888889,0.04669260700389105,0.953307392996109,0.1908548707753479,0.5588888888888889,0.1449691184275251,0.48,0
0.7595555555555554,0.31300000000000006,0.545208888888889,0.05821917808219178,0.9417808219178082,0.19456066945606695,0.5311111111111111,0.14836549665940188,0.48,1
0.7682222222222224,0.3814444444444444,0.582568888888889,0.04395604395604396,0.9560439560439561,0.1765834932821497,0.5788888888888889,0.12739509763648524,0.48,2
0.7631111111111111,0.3667777777777778,0.5728711111111112,0.03802281368821293,0.9619771863117871,0.18199608610567514,0.5677777777777778,0.14403601647779068,0.48,3
0.7368888888888889,0.35377777777777775,0.5529955555555556,0.05791505791505792,0.9420849420849421,0.20318725099601595,0.5577777777777778,0.14943272106945374,0.48,4
0.7591111111111112,0.3471111111111111,0.5613511111111111,0.026022304832713755,0.9739776951672863,0.18837675350701402,0.5544444444444444,0.14615891105131618,0.48,5
0.7386666666666667,0.3556666666666667,0.5548266666666667,0.04743083003952569,0.9525691699604744,0.20079522862823063,0.5588888888888889,0.15553896768834558,0.48,6
0.7257777777777779,0.33488888888888885,0.5381511111111111,0.022556390977443608,0.9774436090225563,0.219959266802444,0.5455555555555556,0.16948392636244713,0.48,7
0.7915555555555557,0.33533333333333326,0.572568888888889,0.033962264150943396,0.9660377358490566,0.15885947046843177,0.5455555555555556,0.11687520470421317,0.48,8
0.7871111111111112,0.34533333333333327,0.5750577777777779,0.029411764705882353,0.9705882352941176,0.1646586345381526,0.5533333333333333,0.1297941173132504,0.48,9
0.7755555555555556,0.3244444444444444,0.5590222222222223,0.021739130434782608,0.9782608695652174,0.177319587628866,0.5388888888888889,0.13538519897612658,0.48,10
0.7795555555555556,0.373,0.584408888888889,0.03065134099616858,0.9693486590038314,0.1669902912621359,0.5722222222222222,0.13061580847342183,0.48,11
0.7688888888888888,0.3333333333333333,0.5598222222222222,0.011406844106463879,0.9885931558935361,0.1816326530612245,0.5444444444444444,0.14530639797925218,0.48,12
0.7693333333333334,0.33533333333333326,0.5610133333333334,0.0425531914893617,0.9574468085106383,0.18292682926829268,0.5466666666666666,0.14037945314765993,0.48,13
0.7988888888888889,0.34833333333333333,0.5826222222222223,0.038314176245210725,0.9616858237547893,0.15030060120240482,0.5544444444444444,0.11081767793746121,0.48,14
0.7522222222222222,0.3161111111111111,0.542888888888889,0.03169014084507042,0.9683098591549296,0.20208333333333334,0.5333333333333333,0.16364631115479172,0.48,15
