w_s,scalar_mean,scalar_ci,ucr_mean,ucr_ci,risk_mean,risk_ci
0.0,0.8149044444444445,0.006224272137882439,0.0026161472650738393,0.0014132214645287658,0.14690104723585143,0.01351431495834989
0.1,0.7744775555555554,0.004426272605405475,0.0116140506200728,0.00198932135929536,0.0718960485916341,0.006254878579112575
0.2,0.7124306666666667,0.003491615928919082,0.016126592383674743,0.0024145171149804047,0.08583739508291995,0.0041678312969157605
0.3,0.6527064444444445,0.0036131998744357097,0.02001998824800339,0.0027323313933183416,0.122320834126081,0.004156253975021405
0.4,0.601832,0.0036024302703481967,0.026451041270427716,0.00299176283202231,0.15324769983313044,0.004393742049907572
0.5,0.5346544444444444,0.004255418093747378,0.033274598473719844,0.0037850103331460777,0.31814619600587124,0.009599103068841193
0.6,0.5675555555555556,0.0036372707717004845,1.0,0.0,0.5405555555555556,0.0045465884646256095
0.7,0.6756666666666667,0.002727953078775366,1.0,0.0,0.5405555555555556,0.0045465884646256095
0.8,0.7837777777777777,0.0018186353858502446,1.0,0.0,0.5405555555555556,0.0045465884646256095
